Index,Address,Room Count,Size,Price,Teenus_arv,Teenustase,Tookoht_protsent,Kool_arv,Lasteaed_arv,Toidupood_arv,Toidukoht_arv,Parkimisnorm,Parkimis_koefitsent,MYRAKLASS,Longitude,Latitude,Distance
244,"Tartu, Tartu linn, Kesklinn, Jakobi 19",3,59.3 m²,174 000 €,83.0,Hea tase,51.37455151,3.0,4.0,8.0,102.0,49.0,0.48625448,55.0,26.71521500183824,58.3824375,487.9324914835024
245,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 32/1-16",3,63.4 m²,250 000 €,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
246,"Tartu, Kesklinn, Võru 20",2,52.1 m²,149 000 €,55.0,Hea tase,84.85645074,2.0,8.0,10.0,78.0,15.0,0.15143549,50.0,26.72288220918367,58.3726995,825.0420481012984
247,"Tartu, Tartu linn, Ropka, Aardla 5",3,66.1 m²,120 000 €,6.0,Baastase,65.15818231,2.0,4.0,3.0,9.0,67.0,0.67420909,50.0,26.728737492537345,58.3563645,2670.6909792194965
248,"Tartu, Tartu linn, Kesklinn, Võru tn 65a-7",4,68.9 m²,238 000 €,17.0,Baastase,57.5592095,2.0,1.0,4.0,10.0,71.0,0.71220395,55.0,26.72082723861072,58.3625225,1959.6310233501042
249,"Tartu, Ülejõe, Pikk 78",3,57.7 m²,103 500 €,31.0,Hea tase,58.53319224,3.0,1.0,13.0,26.0,41.0,0.41466808,45.0,26.74124122224926,58.37957335,1111.5665420340615
250,"Tartu, Tartu linn, Ülejõe, Uus tn 36",3,48 m²,129 000 €,18.0,Baastase,56.07335859,3.0,1.0,12.0,12.0,72.0,0.71963321,40.0,26.74205709576117,58.38121315,1164.3503923809274
251,"Tartu, Tartu linn, Raadi-Kruusamäe, Vahi tn 64-7",2,50.2 m²,151 900 €,4.0,-,10.46764837,0.0,1.0,2.0,1.0,100.0,1.0,46.17695630081301,26.71622173694607,58.4020675,2472.302532685223
252,"Tartu, Tartu linn, Kesklinn, Lossi tn 21",3,110 m²,399 000 €,71.0,Hea tase,49.5470809,3.0,6.0,9.0,110.0,50.0,0.50452919,46.17695630081301,26.71465449642785,58.3794663,450.998884638795
253,"Tartu, Tartu linn, Ränilinn, Aardla tn 124",2,43.1 m²,124 500 €,14.0,-,45.87924863,0.0,1.0,3.0,11.0,100.0,1.0,50.0,26.683650900000004,58.35301305,3769.716750078632
254,"Tartu, Ülejõe, Aruküla tee 2",2,44.9 m²,169 000 €,2.0,-,49.49275947,0.0,1.0,2.0,1.0,100.0,1.0,50.0,26.708215732820868,58.39868215,2227.0266507938004
255,"Tartu, Tartu linn, Karlova, Võru tn 65a-7",4,68.9 m²,238 000 €,17.0,Baastase,57.5592095,2.0,1.0,4.0,10.0,71.0,0.71220395,55.0,26.72082723861072,58.3625225,1959.6310233501042
256,"Tartu, Tartu linn, Pärna tn 23 // 25",1,29 m²,86 000 €,14.0,Baastase,57.64280092,3.0,1.0,11.0,10.0,71.0,0.711786,45.0,26.741552271739124,58.382257,1153.4819847200472
257,"Tartu, Kesklinn, Fortuuna 27-17",4,129 m²,699 000 €,70.0,Hea tase,61.65628658,2.0,2.0,13.0,62.0,38.0,0.38343713,60.0,26.73539363247176,58.38090445,773.104484089641
258,"Tartu, Annelinn, Nõlvaku 9",4,78.5 m²,125 000 €,13.0,Baastase,31.96088833,2.0,6.0,6.0,8.0,84.0,0.84019556,40.0,26.777051417983166,58.3744306,3266.9460416889983
259,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 1 (Broneeritud)",2,46.8 m²,83 900 €,16.0,Baastase,51.89072092,4.0,2.0,5.0,9.0,74.0,0.7405464,45.0,26.75144030063153,58.3822095,1722.7609899453462
260,"Tartu, Kesklinn, Vallikraavi tn 11",4,86.3 m²,230 000 €,112.0,Hea tase,61.19480539,3.0,6.0,9.0,148.0,39.0,0.38805195,46.17695630081301,26.72047601177864,58.3782015,235.99849377762825
261,"Tartu, Tartu linn, Kesklinn, Lao 2",2,45 m²,89 000 €,86.0,Hea tase,67.86955006,2.0,4.0,11.0,115.0,32.0,0.3213045,46.17695630081301,26.72955308636792,58.3748226,726.0555957894672
262,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-3",3,52.9 m²,151 990 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283564
263,"Tartu, Tartu linn, Annelinn, Kaunase pst 17",4,75.9 m²,118 000 €,18.0,Baastase,26.57337897,4.0,6.0,8.0,6.0,87.0,0.86713311,46.17695630081301,26.76445299405784,58.3759686,2510.6835774672622
264,"Tartu, Kesklinn, Kummeli tn 10b",3,62.9 m²,174 000 €,4.0,-,10.46764837,0.0,1.0,2.0,1.0,100.0,1.0,45.0,26.718434752659743,58.402139950000006,2465.166110517727
265,"Tartu, Tartu linn, Ülejõe, Ujula põik 1-6",2,50.8 m²,232 000 €,3.0,-,46.12272023,0.0,1.0,2.0,4.0,100.0,1.0,50.0,26.716058399999994,58.391442,1314.546842822366
266,"Tartu, Tartu linn, Variku, Rehetare tee 11-3",4,164.9 m²,285 000 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.70569858516169,58.33667051161451,4933.605064178705
267,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-10 (Broneeritud)",1,37.7 m²,119 990 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283564
268,"Tartu, Tartu linn, Annelinn, Mõisavahe 71/1b",3,63.9 m²,178 900 €,6.0,Baastase,33.57136216,1.0,2.0,5.0,2.0,83.0,0.83214319,46.17695630081301,26.77412075705074,58.367012,3366.207737809095
269,"Tartu, Karlova, Võru 38",1,23.6 m²,67 000 €,45.0,Hea tase,68.96497137,3.0,7.0,9.0,58.0,31.0,0.31035029,60.0,26.72206018853885,58.3713354,976.2747480172062
270,"Tartu, Tartu linn, Karlova, Ees-Karlova, Tolstoi 12 (Broneeritud)",3,97.2 m²,220 000 €,9.0,Baastase,59.18204609,1.0,2.0,7.0,11.0,70.0,0.70408977,46.17695630081301,26.73179041009616,58.369465000000005,1309.0303993050309
271,"Tartu, Tartu linn, Ränilinn, Teemandi tn 3",2,49.9 m²,89 000 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.68553760333093,58.35192325,3804.093695244047
272,"Tartu, Annelinn, Kaunase pst 28",4,76.6 m²,125 000 €,13.0,Baastase,35.08545566,4.0,5.0,7.0,5.0,82.0,0.82457272,46.17695630081301,26.76951242061916,58.37113,2939.3672942231888
273,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 23  UUS HIND!",1,38.3 m²,80 900 €,50.0,Hea tase,64.26684533,1.0,3.0,10.0,54.0,36.0,0.35733155,50.0,26.732902020833343,58.373611,953.6539708691525
274,"Tartu, Tartu linn, Annelinn, Kalda tee 42",3,65.2 m²,99 000 €,10.0,Baastase,35.08140836,2.0,3.0,6.0,5.0,82.0,0.82459296,40.0,26.770044077724428,58.369052,3054.3993199077227
275,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-30",2,38.1 m²,124 990 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283564
276,"Tartu, Tartu linn, Supilinn, Tähtvere tn 3b-M11",0,52.4 m²,17 850 €,43.0,Hea tase,48.96567012,2.0,3.0,5.0,70.0,51.0,0.5103433,45.0,26.71340936578948,58.38338245,634.2724771511397
277,"Tartu, Ropka, Aardla 17",2,27.8 m²,59 000 €,10.0,Baastase,64.595214,2.0,6.0,3.0,8.0,68.0,0.67702393,55.0,26.72425280188599,58.355784,2710.865762913356
278,"Tartu, Tartu linn, Kesklinn, Riia kvartal, Riia 22-46",3,85.7 m²,330 000 €,37.0,Hea tase,78.99182163,2.0,7.0,9.0,42.0,21.0,0.21008178,60.0,26.718279685851563,58.37195125,937.1278873404688
279,"Tartu, Tartu linn, Karlova, Rebase 17-13",2,44 m²,144 400 €,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
280,"Tartu, Kesklinn, Vallikraavi tn 14",1,21.6 m²,129 000 €,105.0,Hea tase,68.55435682,3.0,6.0,10.0,129.0,31.0,0.31445643,46.17695630081301,26.718106270400103,58.37753,375.7874346037453
281,"Tartu, Tartu linn, Karlova, Siili tn 10-23 (Broneeritud)",3,92.7 m²,228 000 €,8.0,-,24.62254439,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.61868824516432,58.325984000000005,8550.508831046218
282,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-9",3,51.6 m²,259 990 €,123.0,Hea tase,65.35624919,2.0,3.0,11.0,145.0,35.0,0.34643751,46.17695630081301,26.721694841397728,58.38047395,53.51346705124285
283,"Tartu, Tartu linn, Ülejõe, Ujula põik 1-3",2,40.1 m²,178 000 €,3.0,-,46.12272023,0.0,1.0,2.0,4.0,100.0,1.0,50.0,26.716058399999994,58.391442,1314.546842822366
284,"Tartu, Tartu linn, Kesklinn, Kroonuaia 13",1,15.9 m²,51 000 €,68.0,Hea tase,49.94123383,2.0,3.0,6.0,81.0,50.0,0.50058766,40.0,26.716038043401014,58.38351945,527.2014279815038
285,"Tartu, Tartu linn, Karlova, Teguri tn 32/1-24",1,24.4 m²,133 000 €,4.0,Baastase,24.26137602,1.0,1.0,3.0,4.0,88.0,0.87869312,46.17695630081301,26.738832481731144,58.359405800000005,2500.510174141026
286,"Tartu, Tartu linn, Karlova, Piiskopi tn 15",3,71.1 m²,149 000 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.754690525526303,58.40395436121416,3264.284561916309
287,"Tartu, Tartu linn, Karlova, Rebase 17-14",2,44 m²,144 400 €,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
288,"Tartu, Tartu linn, Karlova, Siili tn 10-5",3,92.5 m²,219 000 €,8.0,-,24.62254439,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.61868824516432,58.325984000000005,8550.508831046218
289,"Tartu, Tartu linn, Raadi-Kruusamäe, Stardiraja tn 3-3",4,83.6 m²,211 900 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.769573252368453,58.404760658375054,3898.6336289183037
290,"Tartu, Tartu linn, Raadi-Kruusamäe, Kukerpuu tn 1-17",3,68.3 m²,178 000 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.718818592905595,58.40789463667722,3102.4995481589904
291,"Tartu, Tartu linn, Supilinn, Meloni 33-8",3,62.3 m²,331 000 €,7.0,-,35.00083101,1.0,1.0,1.0,0.0,100.0,1.0,40.0,26.71309246237952,58.38955615,1182.186857989628
292,"Tartu, Tartu linn, Jaamamõisa, Lääne 3",1,26.8 m²,59 000 €,16.0,Baastase,51.05529219,3.0,2.0,4.0,9.0,74.0,0.74472354,46.17695630081301,26.75197486154136,58.382796,1763.6755901127294
293,"Tartu, Tartu linn, Kesklinn, Vanalinn, Lai tn 29-11",2,20 m²,119 980 €,96.0,Hea tase,69.59967231,1.0,4.0,10.0,114.0,30.0,0.30400328,60.0,26.720007314240007,58.38344815,395.7310290542067
294,"Tartu, Tartu linn, Karlova, Rebase 17-3",2,44 m²,142 300 €,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
295,"Tartu, Kesklinn, Tähtvere tn 18c",3,63 m²,135 000 €,36.0,Baastase,47.07588951,2.0,3.0,4.0,60.0,76.0,0.76462055,40.0,26.71226511037129,58.3836695,707.5105335500026
296,"Tartu, Ropka, Aardla tn 7a",2,43.9 m²,125 000 €,6.0,Baastase,65.15818231,2.0,5.0,3.0,9.0,67.0,0.67420909,55.0,26.72799390244004,58.3559685,2708.633699563059
297,"Tartu, Tartu linn, Karlova, Siili tn 12-29",3,91.9 m²,247 000 €,8.0,-,23.81941821,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.618443,58.3262085,8543.097436662789
298,"Tartu, Ülejõe, Pärna 21a",3,60.8 m²,153 000 €,15.0,Baastase,57.64280092,3.0,1.0,11.0,10.0,71.0,0.711786,45.0,26.74120847015129,58.38211,1130.4629286230127
299,"Tartu, Ropka, Kaasiku 1a",2,69.9 m²,145 000 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.72884413861714,58.32391985,6269.355200412314
300,"Tartu, Tartu linn, Kesklinn, Aleksandri 40",1,20 m²,56 000 €,10.0,Baastase,60.3713201,1.0,2.0,12.0,8.0,70.0,0.6981434,50.0,26.737583259541985,58.3711895,1337.1535096820198
301,"Tartu, Tartu linn, Karlova, Siili tn 10-6",3,77.1 m²,211 000 €,8.0,-,24.62254439,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.61868824516432,58.325984000000005,8550.508831046218
302,"Tartu, Tartu linn, Kesklinn, Riia kvartal, Riia 22-12",3,64.2 m²,231 000 €,37.0,Hea tase,78.99182163,2.0,7.0,9.0,42.0,21.0,0.21008178,60.0,26.718279685851563,58.37195125,937.1278873404688
303,"Tartu, Tartu linn, Supilinn, Selleri 8",3,68.9 m²,269 000 €,5.0,Baastase,34.84641566,1.0,2.0,1.0,2.0,83.0,0.82576792,46.17695630081301,26.71203543387832,58.38770255,1037.0520900604613
304,"Tartu, Tartu linn, Vaksali, Vabriku tn 4",2,59.5 m²,49 900 €,31.0,Baastase,53.40700639,3.0,2.0,2.0,10.0,73.0,0.73296497,46.17695630081301,26.7047099061179,58.3764935,1103.0366007251769
305,"Tartu, Tartu linn, Karlova, Siili tn 12-24",3,78 m²,225 000 €,8.0,-,23.81941821,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.618443,58.3262085,8543.097436662789
306,"Tartu, Tartu linn, Ränilinn, Aardla tn 136",3,63.1 m²,129 000 €,2.0,-,34.79438056,0.0,1.0,2.0,1.0,100.0,1.0,40.0,26.68354655827268,58.35140315,3918.2647242319263
307,"Tartu, Tartu linn, Ropka, Paruni tn 17-8",4,90.6 m²,182 900 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.726845007372408,58.3106543,7739.722994016973
308,"Tartu, Tartu linn, Supilinn, Meloni 33-5",2,40 m²,223 000 €,7.0,-,35.00083101,1.0,1.0,1.0,0.0,100.0,1.0,40.0,26.71309246237952,58.38955615,1182.186857989628
309,"Tartu, Tartu linn, Karlova, Siili tn 12-30",4,95 m²,273 000 €,8.0,-,23.81941821,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.618443,58.3262085,8543.097436662789
310,"Tartu, Tartu linn, Ülejõe, Aruküla tee 24",3,67.3 m²,159 000 €,3.0,-,10.46764837,0.0,0.0,2.0,0.0,100.0,1.0,55.0,26.707720559102626,58.4022557,2610.398759795626
311,"Tartu, Tartu linn, Raadi-Kruusamäe, Stardiraja tn 3-8",3,59.8 m²,166 900 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.769573252368453,58.404760658375054,3898.6336289183037
312,"Tartu, Tartu linn, Raadi-Kruusamäe, Stardiraja tn 3-20",3,64.9 m²,181 900 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.769573252368453,58.404760658375054,3898.6336289183037
313,"Tartu, Tartu linn, Supilinn, Tähtvere tn 17 (Broneeritud)",2,47.6 m²,155 000 €,29.0,Baastase,46.6991682,1.0,2.0,3.0,36.0,77.0,0.76650416,46.17695630081301,26.71165982308545,58.3848711,817.0715497016797
314,"Tartu, Tartu linn, Kesklinn, Tähe 1",3,65.7 m²,139 000 €,40.0,Hea tase,69.23331249,2.0,7.0,12.0,53.0,31.0,0.30766688,50.0,26.72556485,58.3719914,923.4993955701926
315,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 20",2,49.3 m²,77 900 €,15.0,Baastase,36.7939511,2.0,4.0,6.0,8.0,82.0,0.81603024,40.0,26.775414179803818,58.371088,3267.678996287995
316,"Tartu, Tartu linn, Karlova, Rebase 17-90",3,78.8 m²,255 000 €,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
317,"Tartu, Tartu linn, Raadi-Kruusamäe, Pärna allee 5",4,94.5 m²,184 000 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.73959647530162,58.405058,2958.9351033137686
318,"Tartu, Tartu linn, Jaamamõisa, Põhja pst 14",2,48.5 m²,64 900 €,12.0,Baastase,50.90087685,3.0,1.0,3.0,6.0,75.0,0.74549562,50.0,26.755839007392566,58.3842785,2018.341986895591
319,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 11",2,46.8 m²,73 000 €,10.0,Baastase,30.92695296,2.0,1.0,3.0,3.0,85.0,0.84536524,40.0,26.753661988402065,58.3846446,1905.062636148884
320,"Tartu, Tartu linn, Karlova, Siili 6",2,43.7 m²,170 000 €,8.0,-,25.22853671,0.0,0.0,3.0,5.0,100.0,1.0,45.0,26.74856839307159,58.3667962,2136.389920614132
321,"Tartu, Tartu linn, Karlova, Lootuse tn 25",1,19 m²,53 500 €,34.0,Hea tase,64.80287572,2.0,4.0,9.0,37.0,35.0,0.35197124,55.0,26.72326288621672,58.36977415,1151.5689106700906
322,"Tartu, Tartu linn, Annelinn, Anne 77",4,77.3 m²,135 000 €,23.0,Baastase,26.57337897,4.0,6.0,9.0,10.0,87.0,0.86713311,46.17695630081301,26.761779576957338,58.375062,2378.894012412121
323,"Tartu, Tartu linn, Annelinn, Anne 89 (Broneeritud)",4,76.8 m²,89 000 €,22.0,Baastase,26.57337897,4.0,6.0,8.0,10.0,87.0,0.86713311,40.0,26.762924465686275,58.3764965,2412.3283804090297
324,"Tartu, Tartu linn, Kesklinn, Fortuuna 1-29",2,68 m²,210 000 €,103.0,Hea tase,70.53889493,3.0,2.0,11.0,142.0,29.0,0.29461105,60.0,26.731315103819675,58.3805625,531.7859064194712
325,"Tartu, Tartu linn, Kesklinn, J. Kuperjanovi tn 5a",2,54 m²,179 000 €,57.0,Hea tase,57.77539099,3.0,6.0,7.0,52.0,42.0,0.42224609,46.17695630081301,26.7137043,58.3766156,633.7642677146475
326,"Tartu, Tartu linn, Karlova, Kalevi tn 84",1,23 m²,44 900 €,10.0,Baastase,62.2235571,2.0,2.0,5.0,13.0,69.0,0.68888221,55.0,26.734996257938374,58.36807855,1532.1576579680025
327,"Tartu, Annelinn, Jaama 167-14",2,45.3 m²,168 000 €,21.0,Baastase,51.93388892,4.0,5.0,6.0,5.0,74.0,0.74033056,60.0,26.76250332674439,58.3797559,2354.272470293826
328,"Tartu, Tartu linn, Kesklinn, Riia kvartal, Riia 22-20",3,64 m²,234 000 €,37.0,Hea tase,78.99182163,2.0,7.0,9.0,42.0,21.0,0.21008178,60.0,26.718279685851563,58.37195125,937.1278873404688
329,"Tartu, Tartu linn, Pärna tn 23 // 25",2,25 m²,74 000 €,14.0,Baastase,57.64280092,3.0,1.0,11.0,10.0,71.0,0.711786,45.0,26.741552271739124,58.382257,1153.4819847200472
330,"Tartu, Tartu linn, Karlova, Võru tn 65a-11",2,100.8 m²,239 000 €,17.0,Baastase,57.5592095,2.0,1.0,4.0,10.0,71.0,0.71220395,55.0,26.72082723861072,58.3625225,1959.6310233501042
331,"Tartu, Tartu linn, Tammelinn, Tammepärja 17-2",4,107 m²,340 000 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.694280373396232,58.36053472263913,2726.109407274287
332,"Tartu, Kesklinn, Vallikraavi 24",3,79.1 m²,169 900 €,77.0,Hea tase,56.77655042,3.0,6.0,8.0,80.0,43.0,0.4322345,60.0,26.71559782526714,58.37677795,537.7742823815606
333,"Tartu, Annelinn, Jaama 167-57",2,44.6 m²,145 000 €,21.0,Baastase,51.93388892,4.0,5.0,6.0,5.0,74.0,0.74033056,60.0,26.76250332674439,58.3797559,2354.272470293826
334,"Tartu, Kesklinn, Kastani tn 32",2,66.7 m²,159 900 €,33.0,Hea tase,73.33086435,2.0,6.0,8.0,36.0,27.0,0.26669136,55.0,26.71400137037088,58.37208825,1015.0129260303133
335,"Tartu, Tartu linn, Karlova, Siili tn 10-31",2,47.1 m²,162 000 €,8.0,-,24.62254439,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.61868824516432,58.325984000000005,8550.508831046218
336,"Tartu, Tartu linn, Kesklinn, Riia kvartal, Riia 22-11",3,76 m²,273 000 €,37.0,Hea tase,78.99182163,2.0,7.0,9.0,42.0,21.0,0.21008178,60.0,26.718279685851563,58.37195125,937.1278873404688
337,"Tartu, Tartu linn, Annelinn, Kaunase pst 7",3,62.7 m²,109 000 €,21.0,Baastase,35.74140689,4.0,6.0,8.0,6.0,82.0,0.82129297,46.17695630081301,26.76605169649985,58.373344900000006,2669.9888174107887
338,"Tartu, Kesklinn, Aleksandri tn 1",1,28.1 m²,99 000 €,106.0,Hea tase,85.38892806,4.0,5.0,11.0,146.0,15.0,0.14611072,50.0,26.73625413715018,58.37281655,1152.27592193612
339,"Tartu, Tartu linn, Ropka, Paruni tn 17-12",3,80.4 m²,164 900 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.726845007372408,58.3106543,7739.722994016973
340,"Tartu, Tartu linn, Tähtvere, Friedrich Reinhold Kreutzwaldi 50",1,30 m²,119 000 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.69616653594484,58.3873005,1724.7622444584692
341,"Tartu, Tartu linn, Annelinn, Kaunase pst 18",2,46 m²,71 000 €,20.0,Baastase,26.57337897,4.0,6.0,8.0,8.0,87.0,0.86713311,46.17695630081301,26.765332961858974,58.3757455,2565.902866050141
342,"Tartu, Ropka, Rahu 12",3,48 m²,136 500 €,5.0,Baastase,63.60668724,2.0,2.0,4.0,8.0,68.0,0.68196656,50.0,26.723074399973,58.35662595,2615.022484584832
343,"Tartu, Tartu linn, Annelinn, Pikk tn 100",1,33.9 m²,85 000 €,29.0,Hea tase,56.28881915,3.0,2.0,7.0,18.0,44.0,0.43711181,55.0,26.733149682686506,58.38333872076136,731.7152535576009
344,"Tartu, Tartu linn, Jaamamõisa, Ida tn 4c",2,47.6 m²,129 500 €,14.0,Baastase,50.90087685,4.0,1.0,4.0,7.0,75.0,0.74549562,40.0,26.75624753383459,58.382154,2001.0234319184551
345,"Tartu, Tartu linn, Supilinn, Piiri tn 12",1,15.1 m²,38 000 €,7.0,Baastase,40.5574953,1.0,1.0,1.0,4.0,80.0,0.79721252,40.0,26.708212451827244,58.3883105,1229.8373156391447
346,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 14-12",2,57 m²,174 900 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.751864164550653,58.398143700000006,2652.5441429079333
347,"Tartu, Ränilinn, Rehetare tee 2 (Broneeritud)",5,132 m²,255 000 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.70569858516169,58.33667051161451,4933.605064178705
348,"Tartu, Tartu linn, Ülejõe, Klaose tn 5",3,62.8 m²,179 900 €,2.0,-,2.45468112,0.0,0.0,0.0,0.0,100.0,1.0,40.0,26.70203531102289,58.40487925,3003.0299927204437
349,"Tartu, Tartu linn, Ränilinn, Aardla 140",4,76.7 m²,149 000 €,13.0,-,45.87924863,0.0,1.0,3.0,11.0,100.0,1.0,45.0,26.68246328877912,58.352605,3847.878746707422
350,"Tartu, Tartu linn, Kesklinn, Turu tn 17",2,42.8 m²,139 500 €,43.0,Hea tase,66.21419397,1.0,3.0,11.0,47.0,34.0,0.33785806,60.0,26.73466694526316,58.3741865,979.828982502848
351,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 18-12",2,57 m²,206 900 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.752218060396828,58.3977279,2631.3681970651323
352,"Tartu, Tartu linn, Annelinn, UUS HIND!, Jaama tn 167",2,45.3 m²,141 900 €,21.0,Baastase,51.93388892,4.0,5.0,6.0,5.0,74.0,0.74033056,60.0,26.76250332674439,58.3797559,2354.272470293826
353,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 3",1,26.8 m²,57 000 €,16.0,Baastase,51.05529219,3.0,2.0,4.0,9.0,74.0,0.74472354,46.17695630081301,26.75197486154136,58.382796,1763.6755901127294
354,"Tartu, Kesklinn, Tiigi tn 10",2,39.8 m²,115 000 €,58.0,Hea tase,58.28051691,3.0,6.0,8.0,77.0,42.0,0.41719483,50.0,26.71561751250801,58.3753172,659.6808523452438
355,"Tartu, Tartu linn, Kesklinn, Väike-Turu 5",3,143.3 m²,694 000 €,91.0,Hea tase,73.40104226,2.0,2.0,11.0,107.0,27.0,0.26598958,55.0,26.731076072567568,58.37632945,664.7648765296319
356,"Tartu, Tartu linn, Annelinn, Kaunase pst 62",2,46.1 m²,86 000 €,16.0,Baastase,30.63031963,4.0,6.0,7.0,8.0,85.0,0.8468484,46.17695630081301,26.77191673113426,58.37314055,3006.602960070006
357,"Tartu, Tartu linn, Karlova, Lootuse 27",2,42.4 m²,107 000 €,36.0,Hea tase,75.69810132,2.0,5.0,9.0,41.0,24.0,0.24301899,55.0,26.72272790402345,58.3696799,1160.9068782817121
358,"Tartu, Tartu linn, Ränilinn, Eerika põik 10-3",4,100.3 m²,249 900 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.66601144062601,58.36763327159149,3572.75599221666
359,"Tartu, Tartu linn, Raadi-Kruusamäe, Kaupmehe tn 12-14",3,63.3 m²,171 900 €,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.7477789478951,58.346265205735016,4053.659932806331
360,"Tartu, Tartu linn, Supilinn, Meloni 33-4",2,44.4 m²,244 000 €,7.0,-,35.00083101,1.0,1.0,1.0,0.0,100.0,1.0,40.0,26.71309246237952,58.38955615,1182.186857989628
361,"Tartu, Tartu linn, Kesklinn, Aleksandri 27",2,48.7 m²,135 000 €,49.0,Hea tase,64.26684533,1.0,3.0,10.0,53.0,36.0,0.35733155,50.0,26.73329191861624,58.373326500000005,992.560714987427
362,"Tartu, Tartu linn, Karlova, Võru 49",1,16.2 m²,53 900 €,31.0,Hea tase,67.52544361,2.0,1.0,5.0,36.0,32.0,0.32474556,55.0,26.72073370670745,58.3677885,1374.2041465462848
363,"Tartu, Tartu linn, Kesklinn, Kroonuaia 13",2,42.5 m²,119 900 €,68.0,Hea tase,49.94123383,2.0,3.0,6.0,81.0,50.0,0.50058766,40.0,26.716038043401014,58.38351945,527.2014279815038
364,"Tartu, Tartu linn, Annelinn, Kaunase pst 36",2,49.1 m²,84 900 €,12.0,Baastase,35.08545566,4.0,7.0,8.0,5.0,82.0,0.82457272,45.0,26.768165,58.372387,2819.5374192772915
365,"Tartu, Tartu linn, Raadi-Kruusamäe, Vao 1",2,59.5 m²,149 000 €,2.0,-,11.00127859,0.0,1.0,2.0,1.0,100.0,1.0,46.17695630081301,26.725901,58.399596,2181.961505025278
